Date,AA,INTC,JPM,PG,^GSPC
03/20/2023,39.286109924316406,28.460960388183594,120.8470230102539,138.12322998046875,3951.570068359375
03/21/2023,40.875885009765625,27.777738571166992,124.0882339477539,137.12387084960938,4002.8701171875
03/22/2023,39.071533203125,27.455650329589844,120.88504791259766,137.03822326660156,3936.969970703125
03/23/2023,39.23733901977539,28.334075927734375,120.5618667602539,136.84786987304688,3948.719970703125
03/24/2023,39.09104537963867,28.656164169311523,118.72740173339844,139.6364288330078,3970.989990234375
03/27/2023,39.13005447387695,28.480478286743164,122.13020324707031,138.90359497070312,3977.530029296875
03/28/2023,39.529930114746094,28.58784294128418,122.50090789794922,139.29380798339844,3971.27001953125
03/29/2023,39.92981719970703,30.76438331604004,122.74803924560547,139.7220916748047,4027.81005859375
03/30/2023,40.729583740234375,31.320720672607422,122.3773422241211,140.3312225341797,4050.830078125
03/31/2023,41.50984573364258,31.88681411743164,123.86011505126953,141.51132202148438,4109.31005859375
04/03/2023,40.73933792114258,32.10154342651367,123.71755981445312,142.29171752929688,4124.509765625
04/04/2023,39.34461975097656,32.30650329589844,122.06365966796875,142.97695922851562,4100.60009765625
04/05/2023,38.45707702636719,32.0429801940918,122.24568176269531,143.95724487304688,4090.3798828125
04/06/2023,38.1937370300293,32.023460388183594,122.11156463623047,144.87091064453125,4105.02001953125
04/10/2023,38.798439025878906,31.74040985107422,122.51390075683594,143.67172241210938,4109.10986328125
04/11/2023,39.62746810913086,31.57448387145996,123.11743927001953,143.38621520996094,4108.93994140625
04/12/2023,38.66189193725586,31.252397537231445,123.09825897216797,143.77642822265625,4091.949951171875
04/13/2023,39.92981719970703,31.359760284423828,123.56768035888672,144.442626953125,4146.22021484375
04/14/2023,39.40314865112305,31.125513076782227,132.89822387695312,143.70980834960938,4137.64013671875
04/17/2023,39.793270111083984,31.369516372680664,133.95201110839844,143.75738525390625,4151.31982421875
04/18/2023,41.109962463378906,31.06694984436035,135.4559783935547,143.90968322753906,4154.8701171875
04/19/2023,40.202911376953125,30.403255462646484,135.28358459472656,143.93820190429688,4154.52001953125
04/20/2023,39.23733901977539,30.120206832885742,134.89080810546875,144.46588134765625,4129.7900390625
04/21/2023,37.218414306640625,29.573627471923828,134.6321258544922,149.46498107910156,4133.52001953125
04/24/2023,37.10137176513672,28.948972702026367,134.81414794921875,149.73312377929688,4137.0400390625
04/25/2023,34.867881774902344,28.18766975402832,131.88279724121094,149.77142333984375,4071.6298828125
04/26/2023,34.575286865234375,28.353595733642578,129.54534912109375,148.0380401611328,4055.989990234375
04/27/2023,35.37504959106445,29.144180297851562,131.2888641357422,149.84805297851562,4135.35009765625
04/28/2023,36.22357940673828,30.315410614013672,132.4288330078125,149.7618408203125,4169.47998046875
05/01/2023,36.35037612915039,29.573627471923828,135.264404296875,149.94381713867188,4167.8701171875
05/02/2023,34.79961013793945,29.056339263916016,133.08023071289062,149.8097381591797,4119.580078125
05/03/2023,34.155887603759766,29.91524314880371,130.26380920410156,149.6182098388672,4090.75
05/04/2023,33.53168487548828,30.61595916748047,128.4820098876953,148.9286651611328,4061.219970703125
05/05/2023,35.25801086425781,30.37095069885254,130.9918975830078,149.42666625976562,4136.25
05/08/2023,35.91147994995117,30.155349731445312,131.30801391601562,148.7275848388672,4138.1201171875
05/09/2023,35.609127044677734,29.49873161315918,130.67576599121094,147.20484924316406,4119.169921875
05/10/2023,35.248260498046875,29.371326446533203,130.7427978515625,147.51129150390625,4137.64013671875
05/11/2023,34.4582405090332,28.28350067138672,130.3308868408203,147.85606384277344,4130.6201171875
05/12/2023,34.497257232666016,28.3717041015625,128.46286010742188,149.35963439941406,4124.080078125
05/15/2023,36.17957305908203,29.204723358154297,129.54534912109375,149.4075164794922,4136.27978515625
05/16/2023,35.3090705871582,28.636308670043945,128.67361450195312,149.14892578125,4109.89990234375
05/17/2023,35.935054779052734,28.29330062866211,132.63002014160156,148.51690673828125,4158.77001953125
05/18/2023,36.00351333618164,29.087120056152344,133.63584899902344,146.0747833251953,4198.0498046875
05/19/2023,35.3090705871582,29.332128524780273,133.3292999267578,146.68772888183594,4191.97998046875
05/22/2023,35.602500915527344,29.67513656616211,132.2276611328125,142.84744262695312,4192.6298828125
05/23/2023,34.888484954833984,28.920516967773438,130.8481903076172,141.30557250976562,4145.580078125
05/24/2023,33.597408294677734,28.420705795288086,129.65074157714844,140.13717651367188,4115.240234375
05/25/2023,33.049678802490234,26.852664947509766,129.9668731689453,139.23696899414062,4151.27978515625
05/26/2023,32.951873779296875,28.420705795288086,131.1834716796875,139.2465362548828,4205.4501953125
05/30/2023,32.08137512207031,29.390926361083984,131.68162536621094,137.1204833984375,4205.52001953125
05/31/2023,31.025035858154297,30.81196403503418,130.00518798828125,136.46926879882812,4179.830078125
06/01/2023,31.983566284179688,30.508153915405273,131.7965850830078,137.8674774169922,4221.02001953125
06/02/2023,34.17448425292969,30.684560775756836,134.56509399414062,140.3191375732422,4282.3701171875
06/05/2023,33.03990173339844,29.263526916503906,133.24310302734375,139.76370239257812,4273.7900390625
06/06/2023,33.793033599853516,30.341552734375,133.4825897216797,138.3750762939453,4283.85009765625
06/07/2023,34.575504302978516,30.65515899658203,134.7758331298828,138.67193603515625,4267.52001953125
06/08/2023,34.80046463012695,31.184371948242188,134.81414794921875,140.24252319335938,4293.93017578125
06/09/2023,34.458133697509766,30.713960647583008,135.08238220214844,140.35745239257812,4298.85986328125
06/12/2023,34.223392486572266,32.409400939941406,135.0727996826172,139.25611877441406,4338.93017578125
06/13/2023,35.89592742919922,33.23262023925781,136.04994201660156,138.9209442138672,4369.009765625
06/14/2023,35.33841323852539,34.86927032470703,135.542236328125,140.2233428955078,4372.58984375
06/15/2023,35.181922912597656,35.10447311401367,137.074951171875,142.16746520996094,4425.83984375
06/16/2023,34.83958435058594,35.64347839355469,137.23780822753906,143.21131896972656,4409.58984375
06/20/2023,33.47026062011719,34.30084991455078,136.5384979248047,141.88973999023438,4388.7099609375
06/21/2023,34.145137786865234,32.2427978515625,136.33731079101562,143.11558532714844,4365.68994140625
06/22/2023,32.67800521850586,32.05659484863281,133.71249389648438,143.60397338867188,4381.89013671875
06/23/2023,32.12049865722656,32.34080123901367,133.01319885253906,142.1770477294922,4348.330078125
06/26/2023,32.26720428466797,32.674007415771484,133.33888244628906,142.32069396972656,4328.81982421875
06/27/2023,33.6756591796875,33.418827056884766,133.34848022460938,143.67100524902344,4378.41015625
06/28/2023,32.92253112792969,32.899417877197266,132.7641143798828,143.6422882080078,4376.85986328125
06/29/2023,33.02033615112305,32.25259780883789,137.400634765625,143.05812072753906,4396.43994140625
06/30/2023,33.18661117553711,32.772010803222656,139.326171875,145.31822204589844,4450.3798828125
07/03/2023,33.5191650390625,32.94841384887695,140.4469757080078,146.04605102539062,4455.58984375
07/05/2023,32.94209289550781,31.86058807373047,139.51136779785156,145.7970733642578,4446.81982421875
07/06/2023,31.82706642150879,31.331375122070312,138.132080078125,145.5576629638672,4411.58984375
07/07/2023,33.34311294555664,31.213775634765625,139.2220001220703,142.50265502929688,4398.9501953125
07/10/2023,33.39201736450195,32.08599853515625,140.0032958984375,142.56011962890625,4409.52978515625
07/11/2023,33.929962158203125,32.63481140136719,142.1927947998047,141.81312561035156,4439.259765625
07/12/2023,34.282073974609375,33.30122375488281,142.8968963623047,142.55055236816406,4472.16015625
07/13/2023,35.88614273071289,33.193424224853516,143.59136962890625,142.64630126953125,4510.0400390625
07/14/2023,33.76369094848633,32.48780059814453,144.45950317382812,143.69973754882812,4505.419921875
07/17/2023,34.79068374633789,33.683433532714844,147.9414825439453,142.68463134765625,4522.7900390625
07/18/2023,34.27229690551758,33.81083679199219,148.2115478515625,142.95277404785156,4554.97998046875
07/19/2023,34.07667541503906,33.77163314819336,148.78062438964844,143.9295654296875,4565.72021484375
07/20/2023,31.963998794555664,32.70341110229492,150.61326599121094,145.09664916992188,4534.8701171875
07/21/2023,32.64866638183594,33.340423583984375,149.455810546875,147.38064575195312,4536.33984375
07/24/2023,33.01055908203125,32.95821762084961,152.39764404296875,147.8528594970703,4554.64013671875
07/25/2023,34.82980728149414,33.418827056884766,151.25950622558594,148.19981384277344,4567.4599609375
07/26/2023,34.07667541503906,33.67363739013672,152.16615295410156,148.35400390625,4566.75
07/27/2023,33.167049407958984,33.859840393066406,150.4878692626953,146.59042358398438,4537.41015625
07/28/2023,33.9984245300293,36.094295501708984,151.3463134765625,150.734375,4582.22998046875
07/31/2023,35.3970947265625,35.05546569824219,152.35906982421875,150.6283721923828,4588.9599609375
08/01/2023,34.40922927856445,35.084869384765625,151.6067352294922,150.58018493652344,4576.72998046875
08/02/2023,33.18661117553711,33.703033447265625,149.88983154296875,150.90785217285156,4513.39013671875
08/03/2023,33.7441291809082,34.17344284057617,150.80616760253906,151.302978515625,4501.89013671875
08/04/2023,33.206180572509766,34.56195068359375,150.4878692626953,149.64537048339844,4478.02978515625
08/07/2023,33.41218185424805,34.65047073364258,151.20159912109375,151.22586059570312,4518.43994140625
08/08/2023,32.597965240478516,34.44392013549805,150.3528289794922,151.38970947265625,4499.3798828125
08/09/2023,32.98054504394531,33.71609115600586,148.33692932128906,151.1969757080078,4467.7099609375
08/10/2023,32.2546272277832,34.10951614379883,148.11509704589844,150.4452667236328,4468.830078125
08/11/2023,31.352123260498047,34.31605911254883,148.97354125976562,151.32225036621094,4464.0498046875
08/14/2023,31.126497268676758,35.09306716918945,149.2821807861328,150.13685607910156,4489.72021484375
08/15/2023,29.762935638427734,34.19803237915039,145.48187255859375,149.1731414794922,4437.85986328125
08/16/2023,28.752527236938477,32.978431701660156,144.8645782470703,147.65048217773438,4404.330078125
08/17/2023,28.55632972717285,32.04405975341797,143.3599090576172,146.59042358398438,4370.35986328125
08/18/2023,28.418991088867188,32.211265563964844,143.68785095214844,147.00479125976562,4369.7099609375
08/21/2023,28.046218872070312,32.5948486328125,144.1797637939453,146.26275634765625,4399.77001953125
08/22/2023,28.232606887817383,32.34896469116211,141.18966674804688,146.32057189941406,4387.5498046875
08/23/2023,28.26203727722168,33.42103576660156,142.1445770263672,147.6890106201172,4436.009765625
08/24/2023,28.20317840576172,32.05389404296875,142.009521484375,147.00479125976562,4376.31005859375
08/25/2023,27.69306755065918,32.703041076660156,141.83592224121094,147.96852111816406,4405.7099609375
08/28/2023,27.938312530517578,33.066951751708984,142.3278350830078,148.19981384277344,4433.31005859375
08/29/2023,29.04681968688965,33.74560546875,143.48529052734375,148.28652954101562,4497.6298828125
08/30/2023,28.948720932006836,33.96198272705078,142.90655517578125,148.45034790039062,4514.8701171875
08/31/2023,29.507883071899414,34.56195068359375,141.14144897460938,148.73948669433594,4507.66015625
09/01/2023,30.508480072021484,36.00776672363281,141.6140594482422,148.90330505371094,4515.77001953125
09/05/2023,29.713890075683594,36.10612487792969,140.051513671875,146.90841674804688,4496.830078125
09/06/2023,29.625598907470703,36.371681213378906,139.82005310058594,146.61932373046875,4465.47998046875
09/07/2023,27.90888214111328,37.55194091796875,138.62400817871094,148.01669311523438,4451.14013671875
09/08/2023,27.56553840637207,37.384735107421875,138.73008728027344,147.38064575195312,4457.490234375
09/11/2023,28.134510040283203,37.955196380615234,139.3377685546875,149.13458251953125,4487.4599609375
09/12/2023,27.663639068603516,38.22075653076172,141.15109252929688,146.5133056640625,4461.89990234375
